"y","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10"
1.9578662,-1.75653396220878,1,"way;",0,1,3.92647835212619,0.8,-0.8699443899,1,1
1.57797726542804,-1.44075531279668,1,"and",1,1,3.17627551962003,1.34,-0.2185202068,0,1
1.4782962,-0.0512236256618053,0,"above",1,0,5.14536493841564,1,-3.7941413128,0,0
0.326778248,-1.47670390480198,1,"all,",1,0,4.0770693154197,1,-0.0003654106,1,1
0.8993362,-0.513673342298716,1,"if",1,0,2.78385902350211,-0.2,-1.1188856812,0,0
1.77774647515261,-0.119290826143697,0,"the",1,1,6.56314789752185,0.8,-5.1090570714,1,1
1.07840411590755,-0.802587139885873,0,"very",0,0,1.46595582125956,1.34,-0.4249686814,0,0
0.4282962,-1.2723010245245,0,"jaws",1,0,2.24683828299595,0.5,-0.8745372585,0,0
0.4210677584,-1.40020522638224,0,"of",1,1,2.9835760394134,1,-0.239370813,1,0
0.932760213197243,-2.93313090805896,0,"hell",0,0,4.99291397365431,0.5,-0.4779830656,0,0
0.6982962,-0.740325349615887,1,"shall",1,1,3.52366422342787,1,-0.3833388738,1,1
1.7482962,-2.38190426118672,1,"gape",1,1,3.01189965783179,0.5,-0.2299953966,1,1
0.277711316829641,-2.64589395630173,0,"open",0,0,2.88222331542998,0.5,-0.1311293591,0,0
1.03546577938581,-1.31813145708293,1,"the",1,0,3.4605449813263,1.34,-0.8769135242,1,1
1.2780962,-0.136065248865634,0,"mouth",0,0,3.33902490464214,0.8,-1.9809596558,0,1
2.0582962,-0.157364055979997,1,"wide",1,1,3.6058177119818,1.34,-3.348453656,1,1
1.0782962,-1.34942176868208,0,"after",0,1,2.46193708864282,1,-0.75251532,0,0
1.07829301880056,-2.60543389432132,0,"thee,",1,1,5.08589228686298,1.25,-0.0013583925,1,1
0.9323462,-1.45986042707227,0,"know",0,0,2.33888742038058,1.34,0.2928730067,1,1
0.8694962,-0.30832671909593,0,"thou,",1,1,3.21303796883641,0.8,-0.5047112497,1,0
0.939574454304796,-2.64402039977722,1,"my",1,1,4.15573013704491,1.25,-0.0910097373,1,0
2.07816712902128,-1.32501615257934,0,"son,",0,0,1.96223296182417,1.34,-0.3846168092,0,0
0.379692981320192,-2.35040957992896,1,"that",0,1,3.4900353181873,0.5,-0.4876257383,1,1
2.0782862,-1.85104937525466,0,"all",0,1,3.48659314326218,0.18,-0.449343768,0,1
0.478265334176212,-0.364529534708709,1,"these",0,1,2.80757605550134,0.8,-0.0065465208,1,1
1.6282962,-1.53901382465847,1,"things",0,0,3.61857793900672,0.5,-0.1795641143,1,0
1.07838863264898,-2.3225537573453,1,"shall",1,0,4.9036830063715,1,-0.001229249,1,1
0.444980342051027,-1.98742401693016,1,"give",1,0,3.90227167482477,1.25,-0.7736476579,1,1
0.7282962,-1.12204875843599,0,"thee",0,1,1.73555879814581,0.5,-0.5135100397,0,1
1.56274126308163,-1.96115897549316,1,"experience,",1,0,4.72816878537756,-0.2,-0.0015098099,1,1
0.323991958031017,-0.0919473166577518,1,"and",1,1,4.02368847482478,0.5,-2.7029411582,1,0
0.278286624288413,-1.712259642547,1,"shall",0,1,3.11440102099907,1.34,-1.1251413785,1,1
0.8773462,-0.880597053095698,0,"be",1,1,1.2642927972757,1.34,0.8982042558,0,0
1.0783556902,-0.204688802361488,1,"for",1,0,4.18849240884612,0.5,-2.3328036065,1,0
0.3782962,-2.50831812503748,0,"thy",1,0,2.88472158499038,0.5,-0.27640346,0,0
1.87755486031514,-1.91663518245332,0,"good.",0,0,2.48667071917631,1.25,-0.4196355367,0,0
1.4482962,-1.25751925818622,1,"The",1,1,3.52929522439986,1,-0.3717759662,1,1
2.0782962,-1.06922029377893,1,"Son",1,1,3.88495710841041,1.25,-0.5657368146,1,1
1.87800841790615,-1.46873041265644,1,"of",1,0,8.32294559447438,1,-6.5444151818,1,1
1.2782962,-2.48552865092643,0,"Man",0,0,2.82301099981216,1.34,0.1425176511,1,1
0.7655949136,-1.47261708858423,1,"hath",1,1,3.31438437768172,0.8,-0.4097672891,0,0
1.9699562,-1.25030527962372,1,"descended",1,1,4.32139168282017,1.25,-0.4293864032,1,1
0.6782962,-0.816656107082963,1,"below",0,0,1.94592327525573,1,-0.6292671682,0,0
2.0782962,-2.74900375795551,0,"them",1,0,4.72597582870809,1.34,-0.0769720708,0,0
0.7284264272,-1.66900111944415,1,"all.",0,1,3.41876985845468,1,-0.525768739,1,0
2.07753099952573,-1.75945553602651,0,"Art",0,0,2.53009444008795,1.25,-0.2246389041,0,0
1.9532962,-2.24421299365349,1,"thou",1,0,3.69402454653074,0.18,-0.3498115529,0,0
1.45275507853986,-1.83321878383867,0,"greater",0,0,4.81549653707263,1.34,-0.1132777532,0,0
1.3646762,-1.34335202816874,0,"than",1,1,3.49525682489457,1,-0.8519047967,1,1
1.91527988900022,-0.711547551909462,0,"he?",0,0,3.95581851430936,-0.2,-0.3552709624,0,0
0.8320362,-0.246334423078224,1,"Therefore,",1,1,3.23320609002623,1,-1.2555716669,1,1
2.08797978816977,-1.92481635091826,0,"hold",0,0,4.92627734059319,0.8,-0.1054609897,0,0
1.7782962,-1.82421021605842,0,"on",0,1,3.57744323741259,0.8,-0.1532330214,0,0
1.3982962,-0.123097451403737,1,"thy",1,1,3.52178587693666,1,-2.9986884255,1,1
1.8282962,-2.72132791019976,0,"way,",0,1,4.11072043067669,1,-0.0893925205,1,0
1.8949462,-1.27102439291775,0,"and",0,0,3.9057619052141,0.5,-0.2014375123,1,1
2.07873825540884,-2.85760458279401,1,"the",1,1,7.11777986414421,1.34,-3.9331752814,0,1
1.3382962,-0.0342775241006166,1,"priesthood",1,1,7.73934344935103,-0.2,-5.8050659253,1,1
1.1067762,-0.274225807981566,0,"shall",1,0,3.40058943454345,-0.2,-1.7157636266,0,1
0.9002962,-2.85793284676038,0,"remain",1,0,3.67514096433137,1.34,-0.0952081176,0,0
1.27824386000622,-2.31857970636338,1,"with",1,1,5.19850150997012,0.8,-0.0007218036,1,0
1.9217383857,-1.47456366056576,1,"thee;",0,1,4.22796396776172,1.25,-0.1604003072,1,0
2.06737428406155,-1.12684762640856,0,"for",0,0,2.56673439085322,1.34,-0.6914867644,0,0
0.578260683969377,-2.82989361765794,1,"their",1,1,5.37993369374445,1,-0.0004400761,0,1
0.278301306180032,-0.922185042640194,1,"bounds",1,1,3.36519395819627,1.34,-0.0007089156,0,1
1.5282962,-2.84160012868233,1,"are",1,1,3.58586494986099,0.8,-0.1442648212,1,1
0.783464277669373,-2.06722882878967,1,"set,",0,1,3.59026522125101,0.8,-0.1347363925,1,1
1.8782962,-0.668625205289572,0,"they",0,1,2.72216830476604,1.25,-1.3735430995,0,0
0.4668756,-1.58656188729219,1,"cannot",0,1,3.12052796648275,1.25,-0.4039660792,1,0
0.9405034656,-1.98330363677815,1,"pass.",1,0,3.80998167133035,1.34,-0.2646780346,1,0
1.3982962,-1.95362524338998,1,"Thy",1,1,5.03656040966486,0.8,-0.1829351663,1,1
0.364097106982792,-2.1196206570603,0,"days",0,0,4.39118967810935,0.5,-0.752069021,0,0
1.2782962,-1.56101159099489,1,"are",1,1,4.54364568250278,0.5,-0.2326340915,1,1
1.6199562,-2.6001239195466,1,"known,",1,1,5.03690013379743,0.5,-0.1450762143,1,1
0.408736676379474,-1.98196012317203,0,"and",0,0,3.94728249704491,0.5,-0.1278223739,0,0
0.2782962,-0.66758691589348,1,"thy",0,0,2.56318395458002,1.34,0.5844029613,0,1
0.7782962,-0.962507888674736,0,"years",0,0,3.41017670259747,1.25,0.1523311861,1,1
0.8370162,-1.08570426469669,0,"shall",1,0,1.55520687194993,0.8,0.2368973927,0,1
0.81796570836857,-0.822485002689064,1,"not",0,1,3.09004879122694,0.8,-0.9836637885,1,1
1.02507060070441,-2.83744439086877,0,"be",0,0,3.48145962872427,-0.2,-0.0506152379,0,0
1.7732962,-0.792870503151789,0,"numbered",0,1,2.59705262016997,1.34,-0.704182117,0,0
1.2782962,-1.44727732473984,0,"less;",1,0,1.86170776549821,1.25,0.1855695592,0,1
0.4782962,-2.78565998096019,0,"therefore,",0,0,5.25835246520598,0.8,0.0273075158,1,1
1.9482962,-0.0372299992013723,1,"fear",1,1,9.54809333904693,0.5,-6.6108633398,1,1
0.573612174316624,-0.606795590138063,0,"not",0,0,4.63661807256102,1.25,-2.4880224824,0,0
0.450601352,-2.28512891102582,0,"what",1,1,4.68575463753445,1.25,-0.0006257265,1,1
1.8882962,-1.30645994190127,1,"man",0,0,3.40856396686663,1,-0.202104025,0,0
1.3282962,-2.23275748640299,1,"can",0,1,3.65528597751476,0.5,-0.1225284911,0,0
1.07130764269081,-2.69864847161807,0,"do,",1,1,4.2385132356391,0.5,-0.218564764,1,1
1.27831802026947,-1.01855985936709,0,"for",0,0,1.75255845701807,0.5,-0.2800985977,0,0
1.3582962,-1.71924596582539,1,"God",1,1,2.60906111683611,0.8,-0.289815151,1,1
0.996074310115047,-0.13558044587262,1,"shall",1,0,7.3662078870203,1.25,-6.0077274411,1,1
0.278309818373797,-2.03441759361885,1,"be",1,0,2.89795849121,1,-0.4240408976,1,1
0.909862279999999,-2.35902952286415,1,"with",1,1,4.7606323049869,1.34,-0.0016027821,0,1
0.2782962,-2.57457066583447,0,"you",0,0,3.1470456652381,-0.2,-0.1974749994,1,1
1.41936016505274,-2.21361861890182,1,"forever",1,1,4.82420417816098,1.34,-0.0016855593,1,0
1.3187762,-1.10298533644527,0,"and",0,0,1.76048048466121,0.8,-0.2574951482,0,0
1.3782962,-0.120981597807258,0,"ever.'",0,1,4.44232781271798,0.8,-3.7213462149,0,0
0.3982962,-0.579607384745032,1,"(D&C",1,1,3.3410813924469,1.34,-0.3614740077,1,1
1.6082962,-1.58933798479848,1,"122",1,1,3.03176792301267,-0.2,-0.3424299382,1,1
1.0782962,-1.63775754882954,1,"6-9)",0,0,2.56403168509969,1.25,-0.4762741363,0,0
1.09933792628189,-1.60441359761171,0,"-",0,0,4.23606949691369,-0.2,-1.0299558993,0,0
2.07817453999004,-1.16877511935309,0,"-",0,0,2.12974745728662,1.34,-0.8034723379,0,0
1.9116562,-0.668491742340848,1,"-",0,0,3.7273269042921,-0.2,-0.642135162,0,1
1.0782973569245,-0.372785670217127,0,"-",0,0,1.51087289024693,1.34,-0.71018722,0,0
0.630491528,-1.66893453709781,1,"-",1,1,4.26987473735581,-0.2,-0.0009402003,0,1
0.6498857382,-2.20926890987903,1,"-",0,0,3.77977443234169,1.34,-0.2395055225,1,1
1.27807199849713,-1.7889530856628,1,"-",1,0,3.89920673593756,1,-0.8601536503,1,1
1.0782962,-1.08950188849121,1,"-",1,1,2.0395319282782,1.34,-0.4500300398,1,1
1.28015297449082,-0.495058454107493,0,"-",0,0,3.87706209887865,-0.2,-0.5210036448,0,0
2.07817467571988,-1.52351181395352,1,"-",1,1,8.6805780085727,0.8,-6.0491661946,0,1
1.57806735602269,-1.75611009355634,0,"-",0,0,4.34368346769687,1.25,-0.9176733741,0,0
2.0782962,-2.03298057150096,0,"-",1,0,3.17971956394234,1.25,-0.3867389924,0,0
1.3882962,-2.60414186655544,1,"-",1,1,4.04373684930709,1.34,-0.1395949828,1,1
1.8582962,-0.57891255710274,1,"-",1,1,2.44868637998213,1.34,-1.2697738229,1,1
0.74729204,-1.61528685525991,1,"-",1,1,4.01744424455063,0.5,-0.0021573893,1,0
1.64752288385531,-0.247616367414594,1,"-",1,1,2.952933613862,1,-0.0246172464,1,0
1.07827562518413,-2.91490447497927,0,"-",0,0,3.29593927308608,1,-0.0416347981,0,0
0.885743833724094,-2.32824245234951,1,"-",1,0,3.89847606162081,-0.2,-0.2754336093,1,1
1.27859106808612,-0.149214720586315,1,"-",0,1,5.94789128248215,-0.2,-4.5069765619,1,1
2.07866551097211,-2.30197389470413,1,"-",0,1,7.66879034273069,-0.2,-4.531716448,1,1
1.4866362,-0.360424637328833,1,"-",1,1,4.05140912995786,1.34,-1.2326844926,1,1
0.6609771,-0.041858225595206,0,"-",1,1,5.829798594697,0.5,-4.0979403691,1,0
2.0282962,-2.08710055542178,1,"-",1,0,3.909652024383,1,-0.122551469,0,0
0.578341931213447,-0.355819697957486,0,"-",1,1,2.81121720649261,1.25,-0.0086975085,1,1
1.2982962,-1.52837263396941,1,"-",1,1,3.88756029921505,0.8,-0.2591876652,1,1
1.8582962,-2.50967746367678,1,"-",1,1,3.80846350791654,0.5,-0.1987860442,1,1
2.07787176785129,-2.36497415509075,0,"-",0,0,3.36368730026749,1,-0.2514131452,0,0
0.9147696647,-0.300021073082462,1,"-",0,0,4.09240209504246,1,-2.443381022,1,1
0.304763645471566,-0.648762944620103,1,"-",1,0,2.65252499682335,1.25,-1.4527620522,1,1
0.9723762,-2.31766316620633,0,"-",1,1,3.13938795610433,0.4,-0.1649247899,0,0
1.9949562,-1.0893420833163,1,"-",1,1,4.2621830425689,0.8,-0.5061409593,1,1
1.0887212,-2.57328462344594,0,"-",0,1,3.88152590926886,1.25,0.0500587142,0,1
1.7282962,-0.954626181861386,0,"-",0,0,2.47745192677436,1,-0.4228257449,1,1
1.6782962,-0.732846069149673,0,"-",0,1,2.62995995824316,0.8,-1.2971138891,0,0
0.9582962,-1.1331163959112,0,"-",1,0,0.781286045312174,0.8,0.4518303506,0,1
1.87871419482808,-2.65769065660425,1,"-",0,1,7.5121231156373,0.8,-4.007032459,1,1
0.640152262241529,-2.36068787402473,1,"-",1,0,3.82415873216934,0.5,-0.1107708581,1,1
0.414450472326795,-0.153983380179852,1,"-",1,1,5.79534474853147,1.34,-4.4823613684,1,0
0.9944462,-1.00478339055553,0,"-",1,0,2.10898731143173,0.5,-0.4719039209,0,1
1.5282962,-1.19906122307293,0,"-",0,1,3.16275119451704,0.5,-0.2636899714,1,0
0.380937599840432,-0.28669903264381,1,"-",1,1,3.7766867600973,1.25,-2.3088877275,1,0
2.0782962,-0.695526111172512,1,"-",0,0,2.97827546147516,1,-0.4827493503,1,0
0.3582962,-2.46599749219604,1,"-",1,1,5.12142364152102,0.5,-0.0554261493,1,1
0.7538562,-1.37749302992597,1,"-",1,1,2.22779708153335,0.5,-0.2281040516,1,1
1.4657962,-1.10386533639394,1,"-",1,1,4.06728033366853,1,-0.4009149973,1,1
0.5171762,-1.82093426026404,1,"-",1,1,3.72960627980914,0.8,-0.1030720195,1,1
0.9582962,-1.28317687148228,1,"-",1,1,4.12856721559477,0.5,-0.2453903441,1,1
1.8414962,-0.244899799581617,0,"Thank",0,0,2.48685455133507,0.8,-1.6419547518,0,0
1.6982962,-2.99244197574444,1,"you",1,1,5.01894912502726,0.8,-0.1265071493,1,1
1.3616362,-0.161594214616343,1,"Brother",1,1,4.67773658152898,1,-2.1828423669,1,1
0.299360209011695,-2.81725295190699,0,"Saunders!",0,0,4.60013396982867,0.8,-0.0385810179,0,0
